open,high,low,close,volume,stock_symbol,date,daily_return,daily_return_pct,price_range,price_change,sma_5,sma_20,ema_10,volatility,rsi,macd,macd_signal,bollinger_upper,bollinger_lower,momentum_3,volume_ma_5,risk_category,trend_label,target_next_close,text_summary
104.82187095359576,105.93743359110952,104.96028191611872,105.47266494499743,4328359,STOCK_DATASET,2024-01-19,-0.012323850647575685,-1.2323850647575685,0.9771516749908074,0.6507939914016703,106.27686928585118,106.27686928585118,106.62961119837684,1.3865796602209062,28.424090167049826,-0.2322909133441584,-0.0821403018919317,107.95626945024449,104.59746912145786,-1.7132157265207297,3348847.0,Moderate Risk,Bearish,103.14805754232684,"STOCK_DATASET on 2024-01-19 had close price 105.47, daily return -1.23%, RSI 28.42, MACD -0.23, trend Bearish, risk category Moderate Risk."
102.22154830087806,103.71006654014428,102.70675542308334,103.14805754232684,3253422,STOCK_DATASET,2024-01-20,-0.02203990393039601,-2.203990393039601,1.003311117060946,0.9265092414487839,105.65110693714632,105.65110693714632,105.99660144273139,1.4081660468934665,17.927375476841448,-0.4986338118321214,-0.16543900387996965,108.80497107899771,102.49724279529494,-2.512160888522459,3329762.0,Moderate Risk,Bearish,106.57935508016996,"STOCK_DATASET on 2024-01-20 had close price 103.15, daily return -2.20%, RSI 17.93, MACD -0.50, trend Bearish, risk category Moderate Risk."
106.51691163749491,108.18632056676373,106.30310449388944,106.57935508016996,3938324,STOCK_DATASET,2024-01-21,0.03326575041352653,3.326575041352653,1.8832160728742906,0.06244344267504687,105.52980181887668,105.80581496098358,106.1025566495384,2.267482054594485,46.88197238408074,-0.427902845385546,-0.21793177218108492,108.72675949375993,102.88487042820724,-0.20935801586988134,3426152.2,High Risk,Bullish,106.62780247919687,"STOCK_DATASET on 2024-01-21 had close price 106.58, daily return 3.33%, RSI 46.88, MACD -0.43, trend Bullish, risk category High Risk."
106.63565137717576,108.48625858646058,104.90957896390304,106.62780247919687,1153560,STOCK_DATASET,2024-01-22,0.00045456644948238534,0.045456644948238534,3.576679622557535,-0.007848897978888658,105.7233186285462,105.92324174929978,106.19805589129449,2.028885462176765,47.14525082985134,-0.3637457105504893,-0.2470945598549658,108.66112856583592,103.18535493276363,1.15513753419944,2748382.4,High Risk,Bullish,107.26285888857272,"STOCK_DATASET on 2024-01-22 had close price 106.63, daily return 0.05%, RSI 47.15, MACD -0.36, trend Bullish, risk category High Risk."
107.37218854195136,108.07306427762784,106.26274237019057,107.26285888857272,4839603,STOCK_DATASET,2024-01-23,0.005955823852786812,0.5955823852786812,1.8103219074372703,-0.1093296533786372,105.81814778705277,106.0906938917089,106.39165643625415,1.8691145370206328,50.369745787358276,-0.2586751282588722,-0.24941067353574708,108.79669659998525,103.38469118343254,4.1148013462458835,3502653.6,Moderate Risk,Bullish,104.9133625161458,"STOCK_DATASET on 2024-01-23 had close price 107.26, daily return 0.60%, RSI 50.37, MACD -0.26, trend Bullish, risk category Moderate Risk."
104.69020225852864,106.7255845204108,103.5635761100375,104.9133625161458,4655355,STOCK_DATASET,2024-01-24,-0.02190409986058306,-2.190409986058306,3.1620084103733035,0.22316025761715252,105.70628730128244,105.9598792944241,106.12287572350718,1.8994950306625757,41.09452726865272,-0.36083121881362956,-0.27169478259132357,108.61001001650354,103.30974857234466,-1.6659925640241653,3568052.8,Moderate Risk,Bearish,104.32459706709544,"STOCK_DATASET on 2024-01-24 had close price 104.91, daily return -2.19%, RSI 41.09, MACD -0.36, trend Bearish, risk category Moderate Risk."
104.22427741768274,104.96758846959122,103.8464642989454,104.32459706709544,4103800,STOCK_DATASET,2024-01-25,-0.005611920492584965,-0.5611920492584965,1.121124170645814,0.10031964941269678,105.94159520623616,105.79635107169125,105.79591596779595,1.7798050995064036,39.2818764411785,-0.48372304958488144,-0.3141004359900352,108.50051402330114,103.09218812008136,-2.303205412101434,3738128.4,Moderate Risk,Bearish,105.04644224651518,"STOCK_DATASET on 2024-01-25 had close price 104.32, daily return -0.56%, RSI 39.28, MACD -0.48, trend Bearish, risk category Moderate Risk."
105.23019745178549,105.99931621920275,103.53036140449277,105.04644224651518,2338618,STOCK_DATASET,2024-01-26,0.0069192232676968946,0.6919223267696895,2.4689548147099885,-0.18375520527030176,105.6350126395052,105.72817754212979,105.65964801847215,1.7062851572473656,42.39701180146429,-0.5169102183598255,-0.3546623924639933,108.33312346629398,103.12323161796559,-2.2164166420575384,3418187.2,Moderate Risk,Bearish,103.24445509167056,"STOCK_DATASET on 2024-01-26 had close price 105.05, daily return 0.69%, RSI 42.40, MACD -0.52, trend Bearish, risk category Moderate Risk."
103.764670537993,103.69651308730258,101.72444400174638,103.24445509167056,4540863,STOCK_DATASET,2024-01-27,-0.017154195004680406,-1.7154195004680406,1.9720690855561998,-0.5202154463224389,104.95834316199993,105.52120067125817,105.22052203178094,1.7320757869011054,37.5834863223497,-0.6807691097424993,-0.4198837359196945,108.38915288840512,102.65324845411122,-1.6689074244752362,4095647.8,Moderate Risk,Bearish,104.49585112836192,"STOCK_DATASET on 2024-01-27 had close price 103.24, daily return -1.72%, RSI 37.58, MACD -0.68, trend Bearish, risk category Moderate Risk."
103.51832674320278,105.7768032127136,103.87065507854533,104.49585112836192,1181142,STOCK_DATASET,2024-01-28,0.012120709393838691,1.2120709393838691,1.9061481341682764,0.9775243851591426,104.40494160995777,105.44232762949693,105.08876368570475,1.7445083619430723,42.14502947762578,-0.7015640660499258,-0.4762198019457408,108.24646930015456,102.6381859588393,0.17125406126648102,3363955.6,Moderate Risk,Bearish,103.79457374852431,"STOCK_DATASET on 2024-01-28 had close price 104.50, daily return 1.21%, RSI 42.15, MACD -0.70, trend Bearish, risk category Moderate Risk."
103.61010402900858,105.75253597887394,102.97320848250376,103.79457374852431,1586901,STOCK_DATASET,2024-01-29,-0.006711054766912805,-0.6711054766912805,2.779327496370172,0.18446971951573232,104.18118385643349,105.32463092371316,104.85345642439921,1.716520102857577,40.48688745191824,-0.7658037337302659,-0.5341365883026459,108.15907777930859,102.49018406811773,-1.2518684979908699,2750264.8,Moderate Risk,Bearish,103.71118624893776,"STOCK_DATASET on 2024-01-29 had close price 103.79, daily return -0.67%, RSI 40.49, MACD -0.77, trend Bearish, risk category Moderate Risk."
103.81809064590828,104.91817244102452,103.29180569407735,103.71118624893776,2145283,STOCK_DATASET,2024-01-30,-0.0008033897782420141,-0.08033897782420141,1.6263667469471699,-0.10690439697052057,104.05850169280195,105.2170679453948,104.64577093795168,1.5577916240037806,40.298360319715506,-0.8140588438886454,-0.5901210394198457,108.07266125276662,102.36147463802298,0.4667311572672048,2358561.4,Moderate Risk,Bearish,103.00777302447896,"STOCK_DATASET on 2024-01-30 had close price 103.71, daily return -0.08%, RSI 40.30, MACD -0.81, trend Bearish, risk category Moderate Risk."
102.5487849721736,103.72340119270606,101.05465097783316,103.00777302447896,1373921,STOCK_DATASET,2024-01-31,-0.006782423862845444,-0.6782423862845444,2.668750214872901,0.458988052305358,103.65076784839471,105.07898701283757,104.3479531355021,1.0621587049474492,42.237738658591695,-0.8987012661189766,-0.651837084759672,108.0506921810077,102.10728184466744,-1.4880781038829554,2165622.0,Moderate Risk,Bearish,107.21232939349684,"STOCK_DATASET on 2024-01-31 had close price 103.01, daily return -0.68%, RSI 42.24, MACD -0.90, trend Bearish, risk category Moderate Risk."
108.0779142093805,108.5079642854779,105.92112423938002,107.21232939349684,2003639,STOCK_DATASET,2024-02-01,0.04081785525077519,4.081785525077519,2.586840046097876,-0.8655848158836505,104.44434270875995,105.20447774111165,104.86874881877387,1.7603356720820202,51.05055324178099,-0.6193687382453845,-0.6453434154568145,108.26224668057527,102.14670880164802,3.41775564497253,1658177.2,Moderate Risk,Bullish,107.68533494402097,"STOCK_DATASET on 2024-02-01 had close price 107.21, daily return 4.08%, RSI 51.05, MACD -0.62, trend Bullish, risk category Moderate Risk."
