date,open,high,low,close,volume
25-May-2023,667.4423266070188,674.3353575459279,664.301071532189,673.6608276367188,5302600
26-May-2023,674.1974880340262,681.4253498372087,673.6657615655477,679.8990478515625,6940730
29-May-2023,683.4143644017036,686.5359052719107,679.633018851343,682.61181640625,6407280
30-May-2023,684.1825039141377,691.1494003621441,682.414950771463,689.8742065429688,8819230
31-May-2023,689.7855341582805,691.8632760148154,682.1441080767113,688.3035278320312,21476270
01-Jun-2023,691.6664489134719,694.9455189580734,684.487811021188,693.2911987304688,5900260
02-Jun-2023,696.7623190323002,699.1502497662922,689.7954224806869,691.6565551757812,6642090
05-Jun-2023,696.196106721051,698.3230726246503,690.5881266264698,693.5570678710938,5771620
06-Jun-2023,691.7648946471262,702.3013968779019,691.7648946471262,700.5239868164062,6905860
07-Jun-2023,701.1196450970233,703.187530121637,695.4082892220608,697.1758422851562,5344830
08-Jun-2023,697.1808425830893,700.2334465251669,688.825518802429,690.2976684570312,4553600
09-Jun-2023,690.5585878269096,697.4269762951523,690.4896503098628,692.9613037109375,4473610
12-Jun-2023,694.2414857831197,700.1350129230075,693.3995104042349,698.923828125,5132550
13-Jun-2023,699.1502207928239,708.9974070011735,699.1502207928239,705.7232055664062,8001340
14-Jun-2023,707.2249820419386,707.2249820419386,697.3827234480685,698.840087890625,4015200
15-Jun-2023,698.6579076826313,703.2565271173365,694.8174807664366,701.7695922851562,4370180
16-Jun-2023,706.0432878317853,710.829006153168,702.2028609699597,709.3125610351562,14148580
19-Jun-2023,710.1741156607987,728.5785081215424,709.2189073954881,727.3328247070312,11845900
20-Jun-2023,726.3432339691816,726.3432339691816,709.095872471388,713.8028564453125,8638260
21-Jun-2023,716.3828249321817,717.4561947163365,706.7325940876074,709.60302734375,5468040
22-Jun-2023,709.0072757883652,709.4060555832675,691.2724835109575,692.2572021484375,8271940
23-Jun-2023,691.3660497968502,694.7190458339326,684.9801634245122,688.283935546875,8152260
26-Jun-2023,688.3183483958289,692.7495823983772,683.8871143932806,689.175048828125,5635390
27-Jun-2023,692.2571929401386,692.2571929401386,684.7733554358218,691.1986083984375,7097890
28-Jun-2023,694.655003675572,701.6120433941683,693.241934806308,698.1852416992188,7097820
30-Jun-2023,702.1210812170924,711.5156590643634,701.2508418089282,708.1138305664062,8879080
03-Jul-2023,708.1138590569371,727.3381352290382,708.0545272929863,725.1625366210938,12092270
04-Jul-2023,756.5106994484865,783.2110770760802,752.8171616958847,777.3221435546875,41622080
05-Jul-2023,779.250544696842,791.112430288278,769.3664649278425,775.17626953125,19786660
06-Jul-2023,768.9709311622689,773.7177137405557,764.9164530976506,768.0067749023438,10459840
07-Jul-2023,763.4330800487938,766.2910240700928,752.1200278472285,753.7764282226562,10949150
10-Jul-2023,753.7764308192204,754.5280067236724,734.9823252958943,744.96533203125,14515180
11-Jul-2023,748.3028989097371,759.477490540125,729.9092672210096,736.139404296875,16750430
12-Jul-2023,738.7006237969854,742.4683417182324,731.6052570214027,734.94775390625,11317550
13-Jul-2023,738.705538853855,743.9417629643731,733.3703882356988,739.1654052734375,7470520
14-Jul-2023,739.106067385201,743.5462318437566,731.778262939339,739.9317626953125,7266000
17-Jul-2023,743.6549958800384,745.8305943757243,735.941565175192,742.760009765625,5067440
18-Jul-2023,743.6549588843498,747.1161189323487,729.127973297149,733.7659301757812,13097090
19-Jul-2023,735.9366087871717,751.4673458981355,734.7548625660792,750.0531616210938,9759430
20-Jul-2023,746.72058547891,755.2400350033565,741.8749972900309,751.22998046875,6494360
21-Jul-2023,751.2299198349773,757.2721621796446,744.9504108190794,749.7614135742188,6733940
24-Jul-2023,749.7515924098436,755.9965170288039,747.6452242722853,749.7466430664062,5843420
25-Jul-2023,756.451361440595,756.451361440595,745.7365771486303,752.2040405273438,8508690
26-Jul-2023,755.0274100866341,764.8175735354147,724.9647359544532,735.06640625,22288660
27-Jul-2023,749.3806926718662,749.3806926718662,718.7049663380766,720.3267211914062,21471720
28-Jul-2023,723.7780851969835,731.254189001507,712.9990190187492,729.9685668945312,10070500
31-Jul-2023,726.3492615300701,728.8116203700365,720.0252074606435,721.9288940429688,7493150
01-Aug-2023,721.9288107688683,724.8658234007877,716.3612826309005,718.9027099609375,7527650
02-Aug-2023,720.9101794489335,720.9101794489335,706.5710880881522,712.3511962890625,8985360
03-Aug-2023,709.5378547010682,714.4131389196965,694.0170159187077,702.9468383789062,10818980
04-Aug-2023,705.9778048769389,712.5045398777197,699.2829129254101,706.93701171875,7313490
07-Aug-2023,708.2522871085881,710.3042727499725,699.3125660356488,704.3115234375,7184090
08-Aug-2023,705.5822631165265,712.5045838478729,700.6525963387294,709.3994140625,8073620
09-Aug-2023,712.0101166909211,713.3946049498472,701.1321843525876,704.6279296875,5115720
10-Aug-2023,702.1259979941526,709.4389541463732,701.3299384143273,706.4573974609375,6161300
11-Aug-2023,706.4574213516,707.9556237595651,695.3025674550223,698.2247924804688,6303960
14-Aug-2023,696.1876168045688,698.0566577048834,686.3529705713986,694.0169677734375,6937850
16-Aug-2023,691.6387165229881,691.6387165229881,684.3208108762607,690.402587890625,5987950
17-Aug-2023,694.209835394404,694.209835394404,682.6396593995953,684.6422119140625,7101180
18-Aug-2023,681.7002020625492,683.9054966119958,676.9040470556215,678.5950927734375,7455330
21-Aug-2023,672.5528834699409,698.4621532675251,672.5528834699409,696.9985961914062,12308310
22-Aug-2023,697.2803121885918,707.4116168759223,697.1764967057185,699.1493530273438,12487800
23-Aug-2023,702.121099091632,706.9667477214593,692.528728342332,703.7478637695312,8032480
24-Aug-2023,707.0655408013581,710.620617590687,704.1976983808458,705.824462890625,9103600
25-Aug-2023,703.6044018944215,719.733405516507,702.2199137138255,713.1473388671875,13032760
28-Aug-2023,714.4774555576948,718.0424314953203,705.8888355684554,715.5306396484375,7036260
29-Aug-2023,716.9546003259571,722.9819345114156,715.5701121270181,721.2415161132812,14183050
30-Aug-2023,724.4702328383768,724.9548459549089,717.7457052601033,718.7445068359375,4602680
31-Aug-2023,719.9213112563809,720.4157627064197,705.5822192052581,708.3511352539062,14129800
01-Sep-2023,708.8999932883831,724.8065187072389,707.5600491276065,723.936279296875,6760760
04-Sep-2023,728.8214974539898,728.8214974539898,717.7853667365629,718.9572143554688,5813630
05-Sep-2023,720.2179611617435,727.6792165505018,719.9213023669519,726.3590698242188,12213530
06-Sep-2023,723.4121799251719,731.4914998577635,720.9794570202578,730.5817260742188,6051570
07-Sep-2023,729.8103976113132,730.5817709057587,722.265063062124,728.1490478515625,5496220
08-Sep-2023,730.7992826156731,736.7277509931089,728.8214767087295,732.8413696289062,6246420
11-Sep-2023,734.2604152981893,736.1393549821572,728.030338997531,730.96240234375,4068490
12-Sep-2023,733.8648238845564,737.6227032212357,722.4430073687112,734.8834228515625,9635170
13-Sep-2023,734.6856239997034,742.4930317070101,729.8746210501239,739.2939453125,5798460
14-Sep-2023,739.2939777757487,742.8342068543316,734.4631772415403,741.113525390625,6503720
15-Sep-2023,741.578390950415,748.1199747008536,737.2815759881529,740.9058837890625,7874940
18-Sep-2023,740.5795491959524,747.6106347271459,738.2160566452571,746.4882202148438,7066180
20-Sep-2023,740.5547755441771,756.2140750115316,739.9960429800516,745.533935546875,8441900
21-Sep-2023,744.6438772012622,749.9493315562049,734.260396841882,740.1146850585938,6757250
22-Sep-2023,741.0789244011612,749.2917559238169,737.0886673112819,738.843994140625,5263040
25-Sep-2023,749.0939769788454,776.2789091396079,742.6661078694559,773.3072509765625,23475330
26-Sep-2023,773.3122378818231,781.2284111289094,768.8720731232289,778.3309326171875,12468200
27-Sep-2023,776.7832479638334,776.7832479638334,765.6828367684684,775.0576171875,7441100
28-Sep-2023,771.813938728893,774.2120764606503,763.2401677971906,765.3119506835938,7775050
29-Sep-2023,765.3119823606537,776.0909878109832,763.9274941504476,772.4073486328125,5730050
03-Oct-2023,769.445575239037,788.6994854777103,766.8941888903087,787.9182739257812,9445550
04-Oct-2023,793.5945975917456,795.374610785803,773.3220876221122,776.6893310546875,11763840
05-Oct-2023,782.7018006462241,782.7018006462241,774.004416503966,776.3778076171875,7950610
06-Oct-2023,776.2887410418556,810.109230748623,775.7942896144405,807.7902221679688,21450340
09-Oct-2023,801.2141242531701,804.4725425437314,792.9023660618836,793.8616333007812,7478000
10-Oct-2023,796.5612785852189,804.4725017120741,793.1989846131686,799.3895263671875,9650240
11-Oct-2023,804.9471333779061,808.2302981270986,800.5613515933562,801.2041625976562,7123720
12-Oct-2023,803.4836002525088,803.681392902601,791.418972890995,792.5364379882812,7640920
13-Oct-2023,791.077834997058,799.3203020262785,786.7760711742726,796.22998046875,6622820
16-Oct-2023,795.5031793817004,797.9458010130005,789.4066145268058,794.682373046875,4382460
17-Oct-2023,799.0335301194888,806.8458870447345,796.8134479739599,800.319091796875,8382830
18-Oct-2023,796.0668716495471,799.4884975720454,776.288812726577,777.9254760742188,15446420
19-Oct-2023,775.6262319718718,783.5077591488215,764.5208113112154,775.4531860351562,10614530
20-Oct-2023,772.333202844484,774.5433864486874,763.6803020443698,768.2984619140625,7711530
23-Oct-2023,771.3442995063751,779.7400758783622,767.5221992692816,771.2355346679688,8822300
25-Oct-2023,771.235531600071,776.976105947928,759.0818757874298,760.9064331054688,7087740
26-Oct-2023,754.0483204970762,757.1039964978623,731.9067712382689,733.9439086914062,13246300
27-Oct-2023,742.6611325983672,746.5228274156469,733.4297022478072,742.38916015625,9119440
30-Oct-2023,742.2507321976938,744.3323534221029,727.0908343181081,741.978759765625,7992760
31-Oct-2023,748.5797308263745,749.5587350831453,737.7710288972904,740.9503784179688,7494100
01-Nov-2023,743.6549971038137,746.5228397198252,737.4892018730178,738.8983764648438,4627780
02-Nov-2023,744.6438665569267,753.0495410134125,732.8956955467637,736.6436157226562,8550300
03-Nov-2023,744.4460977124863,745.430051278167,729.0637202082291,732.9254150390625,11387550
06-Nov-2023,737.3259979125064,748.7923587322433,736.0009017912865,747.8133544921875,6340430
07-Nov-2023,755.5218259149593,755.5218259149593,736.3370852498974,741.2420654296875,15630070
08-Nov-2023,744.3472246116446,745.2372010065922,732.4457444143882,737.7166137695312,9167170
09-Nov-2023,740.1938329594809,740.1938329594809,728.495094557734,730.472900390625,7717910
10-Nov-2023,728.8214096917744,737.1282178802444,726.4925627650024,736.2183837890625,4962610
13-Nov-2023,736.5151440897621,736.7326737599126,723.7780696798894,727.9166259765625,7322400
15-Nov-2023,735.6844589667159,739.3236145596386,704.0148180250579,714.4131469726562,19234400
16-Nov-2023,686.7485975995427,729.8795890110422,685.4333398092524,728.0748291015625,45570430
17-Nov-2023,706.1261353615141,717.9435376183999,702.9171501356352,714.0867919921875,20800340
20-Nov-2023,707.1644191431084,715.8668126970628,697.1864229718058,699.015869140625,19029400
21-Nov-2023,700.6377558784516,704.9741050692668,695.1987895307713,702.4326171875,16662250
22-Nov-2023,700.7811160100655,709.8196426586155,698.709333045161,704.9246215820312,10414040
23-Nov-2023,705.5821874653781,708.0544446043598,697.7698307630598,699.5152587890625,6061580
24-Nov-2023,702.9122062348217,703.7824456612401,693.3198355285142,694.2890014648438,7264990
