date,open,high,low,close,volume
25-May-2023,1111.0672556833676,1117.9603357408223,1102.9187697829475,1113.8289794921875,11487863
26-May-2023,1122.0687058844728,1145.3500415058625,1118.7591533794464,1144.2088623046875,12626260
29-May-2023,1150.8279550929283,1154.9364899661489,1144.5283465169668,1150.6453857421875,10010304
30-May-2023,1150.645307987406,1158.451475420254,1147.7921790871794,1150.3486328125,11342504
31-May-2023,1141.2414908293927,1145.7379850828543,1123.438083146388,1127.5008544921875,27107927
01-Jun-2023,1132.1800927726736,1134.3484659204855,1122.068625138698,1124.4652099609375,14592692
02-Jun-2023,1128.003101699598,1133.412563645759,1118.8731857024297,1120.7904052734375,15800644
05-Jun-2023,1126.268543700321,1133.8235582589482,1122.274114564264,1130.8563232421875,10908682
06-Jun-2023,1133.6865172838243,1135.6265579862757,1123.8946668621782,1131.8148193359375,7493309
07-Jun-2023,1135.3071289198083,1141.241598708449,1128.7335456658939,1140.3970947265625,10312545
08-Jun-2023,1143.9805586437908,1148.9335976883083,1137.133121023714,1141.081787109375,12071109
09-Jun-2023,1144.4369244051343,1145.144501301207,1131.1984746215855,1133.001708984375,5877018
12-Jun-2023,1130.0574375493186,1136.311403822295,1125.2641468372988,1134.006103515625,6391969
13-Jun-2023,1138.9591656822827,1151.946463788879,1134.9647365494955,1150.759521484375,11248016
14-Jun-2023,1150.8278129732469,1166.3487415549168,1149.0018781974788,1164.9107666015625,13277380
15-Jun-2023,1164.888030487722,1169.7954267696327,1157.4471223513988,1165.23046875,11813494
16-Jun-2023,1168.72265257123,1178.856942021871,1168.72265257123,1176.574462890625,24171579
19-Jun-2023,1179.5873088461865,1179.5873088461865,1160.7111839901809,1164.8880615234375,6798554
20-Jun-2023,1162.9480481347903,1170.457299404325,1157.2189687814275,1167.3074951171875,6921096
21-Jun-2023,1167.2617442064677,1173.127750027222,1163.1533304634168,1170.59423828125,6961603
22-Jun-2023,1166.8053921892115,1174.702723824018,1155.8494202932393,1157.4471435546875,7619166
23-Jun-2023,1154.4343325060674,1156.4885999942844,1146.7195697742059,1147.9749755859375,6628570
26-Jun-2023,1144.436975506937,1148.2715353178476,1136.0831001245695,1139.2100830078125,12641159
27-Jun-2023,1139.666736088607,1145.578264166708,1135.1474200849475,1139.62109375,9689466
28-Jun-2023,1147.1760589375283,1158.519990797568,1140.2600374666351,1154.708251953125,11354006
30-Jun-2023,1162.423070452648,1167.1021346662303,1156.511421596289,1164.1805419921875,11151555
03-Jul-2023,1167.7413136446191,1196.934300105854,1166.5087289327182,1194.058349609375,12154387
04-Jul-2023,1198.3036177471888,1198.3036177471888,1174.6798459927943,1181.755615234375,8061643
05-Jul-2023,1190.9997357239995,1190.9997357239995,1175.8440646341217,1179.8155517578125,10248062
06-Jul-2023,1175.958111582341,1207.1824197013011,1175.958111582341,1204.5804443359375,19117987
07-Jul-2023,1202.8686056265724,1216.5406584496827,1199.6730384312104,1202.2294921875,13375267
10-Jul-2023,1227.4736968882496,1258.1046546175523,1221.1284462814795,1248.541015625,33240016
11-Jul-2023,1256.6894093813987,1264.495455649915,1249.7050458386786,1262.0760498046875,20069348
12-Jul-2023,1262.806571231475,1279.103541836806,1260.683840337917,1263.468505859375,18733835
13-Jul-2023,1270.8408996155135,1277.7339788902639,1249.545369524751,1252.170166015625,14682934
14-Jul-2023,1255.3657025022662,1260.341562579208,1243.9989491216202,1251.120361328125,15124144
17-Jul-2023,1253.9962192785829,1285.0607786645128,1245.3227267228626,1276.68408203125,22220040
18-Jul-2023,1285.9509768018002,1295.286283587151,1274.995004828538,1287.52587890625,25867313
19-Jul-2023,1291.8854597114334,1303.7543992835303,1276.8210735612868,1297.294921875,39122156
20-Jul-2023,1276.014839753512,1301.213635792283,1276.014839753512,1295.723876953125,38717624
21-Jul-2023,1290.3576048302098,1293.2755748788927,1248.1205739980844,1255.6134033203125,30249238
24-Jul-2023,1227.0515368964086,1243.8424839995957,1221.2649818512405,1230.216796875,23727866
25-Jul-2023,1233.4810641733905,1239.0203294862108,1226.5569523456327,1229.425537109375,12026020
26-Jul-2023,1229.0298463901022,1259.693770122974,1229.0298463901022,1249.406494140625,12911012
27-Jul-2023,1253.2889256301971,1255.06933898356,1231.6758304667376,1237.7838134765625,17226898
28-Jul-2023,1242.4081558253793,1257.6412248805652,1236.7204929547063,1250.2225341796875,20827852
31-Jul-2023,1250.222567835286,1263.1062644351005,1245.3261593927457,1260.8065185546875,8551174
01-Aug-2023,1263.650247759219,1265.6285651725407,1239.0696780480796,1242.976806640625,9536632
02-Aug-2023,1240.9985763343113,1242.383422770223,1218.4458286875906,1229.697509765625,12748214
03-Aug-2023,1224.2323775511124,1236.893537376658,1215.700883147937,1224.529052734375,10168350
04-Aug-2023,1235.8550243989196,1244.3617658987635,1222.4024889169664,1241.1717529296875,22885610
07-Aug-2023,1246.8346631113916,1250.4945023600335,1238.92139273861,1248.2442626953125,5982870
08-Aug-2023,1250.2967221809695,1253.4867351589849,1236.2259624118224,1240.7265625,9844072
09-Aug-2023,1238.8472469851743,1250.7912910864598,1227.1009863432985,1248.911865234375,11486586
10-Aug-2023,1248.788167272386,1261.177404750792,1240.6276075945868,1254.475830078125,15470598
11-Aug-2023,1252.4975295128647,1265.5544976220099,1242.5565564009414,1259.767822265625,22179330
14-Aug-2023,1255.7371227128601,1277.1524353275731,1248.8130109688743,1274.65478515625,9575812
16-Aug-2023,1261.672044700447,1277.3996937112483,1261.672044700447,1273.6160888671875,10203112
17-Aug-2023,1269.6348629683328,1275.0752365265755,1252.695518025622,1255.2425537109375,13673744
18-Aug-2023,1251.9041214413387,1274.827925208279,1240.6771930744892,1264.5406494140625,18639978
21-Aug-2023,1260.6443643964944,1268.3374245054665,1248.5836072167706,1250.74267578125,9221746
22-Aug-2023,1249.204008079304,1259.6517042081298,1240.319812990251,1250.44482421875,7713044
23-Aug-2023,1252.8272476636503,1262.0838090060652,1249.2288807667073,1251.8345947265625,9517952
24-Aug-2023,1260.6195534341234,1260.6195534341234,1226.4227081001463,1230.7904052734375,14140020
25-Aug-2023,1218.9778633049934,1243.2978613921046,1212.3271367872899,1225.1075439453125,22222400
28-Aug-2023,1226.9189266304347,1232.87484375,1206.6192242506277,1212.897705078125,12580826
29-Aug-2023,1217.0173382536789,1217.7121468384466,1195.2285336373561,1201.2838134765625,16876644
30-Aug-2023,1207.066064519438,1212.525656094156,1198.628513903965,1200.142333984375,12168946
31-Aug-2023,1202.5990605910981,1203.5917135507277,1191.133870437995,1194.6578369140625,21638600
01-Sep-2023,1194.4343955405523,1203.9141576589248,1192.0023233270636,1197.4619140625,18112842
04-Sep-2023,1197.4619529612135,1202.921543874001,1193.8140262826475,1196.494140625,9347626
05-Sep-2023,1201.1101487589585,1208.033879307401,1197.362859390741,1202.89697265625,8675876
06-Sep-2023,1201.6560920331103,1209.125708635972,1199.745186611218,1205.4281005859375,8200370
07-Sep-2023,1201.9537313347682,1210.1679582595825,1196.6430625915527,1207.06591796875,13652572
08-Sep-2023,1211.0365924741222,1218.9778160313297,1202.5742018862823,1215.1064453125,23109288
11-Sep-2023,1216.9924464989115,1229.326207160582,1216.9924464989115,1228.20947265625,13271074
12-Sep-2023,1232.3785847782628,1232.3785847782628,1209.026400892418,1210.4658203125,16255666
13-Sep-2023,1211.0365644667,1222.2783103355039,1204.2120756300537,1216.52099609375,12803338
14-Sep-2023,1220.9630582690309,1223.8417758931353,1213.5181615722684,1217.6376953125,9209636
15-Sep-2023,1224.9336610195687,1224.9336610195687,1215.7516218263509,1219.89599609375,25468592
18-Sep-2023,1211.061482045193,1216.4962329024152,1207.0908701058952,1209.274658203125,7516300
20-Sep-2023,1202.623922773179,1204.882232531632,1168.8488809798134,1182.3240966796875,57081884
21-Sep-2023,1178.7504333612094,1186.269851496792,1171.3303774506073,1173.7127685546875,12226182
22-Sep-2023,1179.2716708437545,1182.4729522811776,1166.367182863141,1168.823974609375,19176786
25-Sep-2023,1166.5657437194718,1171.6779308453931,1158.9720452955405,1161.6273193359375,14254884
